,Time,Irradiance (Light Sensor)
0,0.0,0.0
1,0.06650981052901393,0.0
2,0.13301962105802786,0.0
3,0.19952943158704178,0.0
4,0.26603924211605573,0.0
5,0.3325490526450697,0.0
6,0.39905886317408357,9.107877412566637
7,0.4655686737030975,26.991496556389283
8,0.5320784842321115,46.76808716840813
9,0.5985882947611254,66.97051896259363
10,0.6650981052901394,86.38580837702952
11,0.7316079158191533,104.17449898408911
12,0.7981177263481671,119.85651303413225
13,0.8646275368771811,133.24510829873307
14,0.931137347406195,144.39021738916665
15,0.997647157935209,153.48271405743174
16,1.064156968464223,151.24942776856426
17,1.1306667789932368,145.97584308384847
18,1.1971765895222508,139.3579360865585
19,1.2636864000512646,131.77421058049347
20,1.3301962105802787,123.48566406672464
21,1.3967060211092925,114.66569999814843
22,1.4632158316383066,105.42826223838102
23,1.5297256421673204,95.85174280282115
24,1.5962354526963343,85.99663564394773
25,1.6627452632253483,75.91820894249786
26,1.7292550737543622,65.67422327332218
27,1.7957648842833762,55.32850375306601
28,1.86227469481239,44.95127580734958
29,1.928784505341404,34.617347192667694
30,1.995294315870418,24.40266428686429
31,2.061804126399432,14.380471474060423
32,2.128313936928446,4.618134614151306
33,2.19482374745746,8.264418629004878
34,2.2613335579864735,21.762703399922987
35,2.3278433685154876,35.101584089524735
36,2.3943531790445016,48.16644589106301
37,2.4608629895735157,60.8527599386042
38,2.5273728001025293,73.07014307647546
39,2.5938826106315434,84.74486315785782
40,2.6603924211605574,95.81928135605499
41,2.726902231689571,106.25066805438296
42,2.793412042218585,116.00963295216827
43,2.859921852747599,125.07837535103819
44,2.926431663276613,133.45021883678262
45,2.992941473805627,141.12499538404273
46,3.059451284334641,148.10846582595073
47,3.125961094863655,151.00334551249003
48,3.1924709053926685,146.7686821430514
49,3.2589807159216826,141.21780590274284
50,3.3254905264506966,134.51762986035908
51,3.3920003369797107,126.8306657203729
52,3.4585101475087243,118.31455406044434
53,3.5250199580377384,109.11936953089908
54,3.5915297685667524,99.38669816649026
55,3.6580395790957665,89.24918723396043
56,3.72454938962478,78.83016594457669
57,3.791059200153794,68.24331842201244
58,3.857569010682808,57.59241761323758
59,3.924078821211822,46.97109434532002
60,3.990588631740836,36.46240939936402
61,4.05709844226985,26.139062706784443
62,4.123608252798864,16.06360877065706
63,4.190118063327878,6.288738853315942
64,4.256627873856892,3.880670365489844
