,Time,Irradiance (Light Sensor)
65,4.323137684385905,11.827827519376326
66,4.38964749491492,19.684759651874256
67,4.456157305443933,27.393525429762605
68,4.522667115972947,34.90061693869553
69,4.5891769265019615,42.15807848893601
70,4.655686737030975,49.12420687362209
71,4.72219654755999,55.76395989258518
72,4.788706358089003,62.04907654984036
73,4.855216168618017,67.95839008442422
74,4.921725979147031,73.47769712892045
75,4.988235789676045,78.59671921302362
76,5.054745600205059,83.3103195607708
77,5.121255410734073,87.61794447862013
78,5.187765221263087,90.97720828655224
79,5.2542750317921,88.67190709914823
80,5.320784842321115,85.54802306464826
81,5.387294652850128,81.70482335600408
82,5.453804463379142,77.24115574215384
83,5.5203142739081565,72.25261103311665
84,5.58682408443717,66.83075229055214
85,5.653333894966185,61.06253614047499
86,5.719843705495198,55.02986046888269
87,5.786353516024212,48.809195168002034
88,5.852863326553226,42.4711751898813
89,5.91937313708224,36.08038862338544
90,5.985882947611254,29.69525393879239
91,6.052392758140268,23.36783212621511
92,6.118902568669282,17.1437967424338
93,6.185412379198295,11.062482848059457
94,6.25192218972731,5.157020675906707
95,6.3184320002563235,3.4544213365674565
96,6.384941810785337,16.682210500874252
97,6.451451621314352,29.765705070532512
98,6.517961431843365,42.61269429221925
99,6.58447124237238,55.13830352625558
100,6.650981052901393,67.2663771579034
101,6.717490863430407,78.93040801566647
102,6.784000673959421,90.07401339983063
103,6.850510484488435,100.65252622357106
104,6.917020295017449,110.62913140883379
105,6.983530105546463,119.97559990511603
106,7.050039916075477,128.67249202201617
107,7.11654972660449,136.70837520693811
108,7.183059537133505,144.078930006914
109,7.2495693476625185,150.78573266709097
110,7.316079158191533,148.95810599906676
111,7.382588968720547,144.12107573721352
112,7.44909877924956,138.02684343894956
113,7.515608589778575,130.83845469305646
114,7.582118400307588,122.7167508931997
115,7.648628210836602,113.81842947695387
116,7.715138021365616,104.29436450551518
117,7.78164783189463,94.2881062225271
118,7.848157642423644,83.9344546392135
119,7.914667452952658,73.35850191524867
120,7.981177263481672,62.67467343362239
121,8.047687074010685,51.98613467548079
122,8.1141968845397,41.384441754263996
123,8.180706695068714,30.949415712108603
124,8.247216505597727,20.74912520326497
125,8.313726316126742,10.840469353798287
126,8.380236126655756,1.6698984704469222
127,8.446745937184769,13.587151060937016
128,8.513255747713783,26.642588588505888
129,8.579765558242798,39.47780136309447
130,8.64627536877181,52.01144059395039
131,8.712785179300825,64.17022327630384
132,8.77929498982984,75.89026196058512
133,8.845804800358852,87.11731456963822
134,8.912314610887867,97.80377782170144
135,8.978824421416881,107.91101837611787
136,9.045334231945894,117.40902879536581
137,9.111844042474909,126.27587145389838
138,9.178353853003923,134.49698363490756
139,9.244863663532936,142.06316992495863
140,9.31137347406195,148.97250931816706
141,9.377883284590965,149.91340815950912
142,9.44439309511998,145.44453412757844
143,9.510902905648992,139.6643680033441
144,9.577412716178006,132.73575489120722
145,9.643922526707021,124.82172365640116
146,9.710432337236034,116.0829574458118
147,9.776942147765048,106.67528782947892
148,9.843451958294063,96.74787832904497
149,9.909961768823075,86.44148500781412
150,9.97647157935209,75.88680567007277
151,10.042981389881104,65.20339181540251
152,10.109491200410117,54.49886892720177
153,10.176001010939132,43.868468113323594
154,10.242510821468146,33.39470770634897
155,10.309020631997159,23.148349246616586
156,10.375530442526173,13.188115856864519
157,10.442040253055188,3.561093732540642
158,10.5085500635842,10.389805984310245
159,10.575059874113215,23.406011678498835
160,10.64156968464223,36.224208339429815
161,10.708079495171242,48.76629788533155
162,10.774589305700257,60.96295822088291
163,10.841099116229271,72.75028144232698
164,10.907608926758284,84.07159132516813
165,10.974118737287299,94.87838474428996
166,11.040628547816313,105.13024675174465
167,11.107138358345328,114.79454646605791
168,11.17364816887434,123.84559829114009
169,11.240157979403355,132.2634340099246
170,11.30666778993237,140.03762835966947
171,11.373177600461382,147.1628073081643
172,11.439687410990397,150.78246168997998
173,11.506197221519411,146.68877970072546
174,11.572707032048424,141.22834964952696
175,11.639216842577438,134.56501045258454
176,11.705726653106453,126.8648275593213
177,11.772236463635465,118.292659734843
178,11.83874627416448,109.0100246630314
179,11.905256084693495,99.17195875831435
180,11.971765895222507,88.92480405566972
181,12.038275705751522,78.40447364921323
182,12.104785516280536,67.73511869699351
183,12.171295326809549,57.0281669277599
184,12.237805137338563,46.382052205482395
185,12.304314947867578,35.88220892870652
186,12.37082475839659,25.600787183822106
187,12.437334568925605,15.597125705488393
188,12.50384437945462,5.918547089293764
189,12.570354189983632,7.083935511181673
190,12.636864000512647,20.05769204858053
191,12.703373811041661,32.86174354861187
192,12.769883621570674,45.4216455745165
193,12.836393432099689,57.66645803919851
194,12.902903242628703,69.5318089002005
195,12.969413053157718,80.96032492197935
196,13.03592286368673,91.90179983914963
197,13.102432674215745,102.31314988973493
198,13.16894248474476,112.15673321632784
199,13.235452295273772,121.40348477062813
200,13.301962105802787,130.0321855236745
201,13.368471916331801,138.02640684147192
202,13.434981726860814,145.37457941164632
203,13.501491537389828,151.57291243003633
204,13.568001347918843,147.8588732806058
205,13.634511158447856,142.7226031391221
206,13.70102096897687,136.32941148634652
207,13.767530779505885,128.84907150972128
208,13.834040590034897,120.45192241909673
209,13.900550400563912,111.30485305865253
210,13.967060211092926,101.56832076696571
211,14.033570021621939,91.3938365609092
212,14.100079832150954,80.92194879420711
213,14.166589642679968,70.28083587191955
214,14.23309945320898,59.585449734864014
215,14.299609263737995,48.936799235840766
216,14.36611907426701,38.4217280478926
217,14.432628884796022,28.11320469632498
218,14.499138695325037,18.071013167325887
219,14.565648505854051,8.342739524836267
220,14.632158316383066,3.675990304575745
221,14.698668126912079,16.613020701305835
222,14.765177937441093,29.41270346785302
223,14.831687747970108,41.9998800963977
224,14.89819755849912,54.30426420676715
225,14.964707369028135,66.26105868520547
226,15.03121717955715,77.81134621128251
227,15.097726990086162,88.90180544371377
228,15.164236800615177,99.4842766398886
229,15.230746611144191,109.52040129824891
230,15.297256421673204,118.97714547437162
231,15.363766232202218,127.82642932041085
232,15.430276042731233,136.04543867539107
233,15.496785853260246,143.6169258028581
234,15.56329566378926,150.52946824232419
235,15.629805474318275,148.95816244541365
236,15.696315284847287,144.1485488411359
237,15.762825095376302,138.03031661899934
238,15.829334905905316,130.77767315870761
239,15.895844716434329,122.56566626755087
240,15.962354526963344,113.56623522159965
241,16.028864337492358,103.94478712417242
242,16.09537414802137,93.85747081773283
243,16.161883958550387,83.4490013042742
244,16.2283937690794,72.85084471590984
245,16.294903579608413,62.18030839196369
246,16.36141339013743,51.53994485159088
247,16.42792320066644,41.01756882887949
248,16.494433011195454,30.686768385294215
249,16.56094282172447,20.607790717484797
250,16.627452632253483,10.828595595695008
251,16.693962442782496,3.2518656922563163
252,16.760472253311512,130.95738914224884
253,16.826982063840525,259.00641709895564
254,16.893491874369538,385.2716099731321
255,16.960001684898554,509.0491498138463
256,17.026511495427567,629.6779463856069
257,17.09302130595658,746.5267456916821
258,17.159531116485596,859.0388627615537
