,Time,Irradiance (Light Sensor),Position (m)
0,0.0,7.128625780783135e-20,18.872707346027624
1,0.06684491978609626,0.0,19.02489401582385
2,0.13368983957219252,0.0,19.18645083483441
3,0.2005347593582888,0.0,19.39978087675455
4,0.26737967914438504,0.0,19.613115156838276
5,0.3342245989304813,0.0,19.82645112180957
6,0.4010695187165776,4.553938706283297,20.0397835883701
7,0.46791443850267384,13.495748278194519,20.253057595841522
8,0.5347593582887701,23.38404358420395,20.466032410781487
9,0.6016042780748664,33.48525948129671,20.678948352386413
10,0.6684491978609626,43.192904188514746,20.892116911555696
11,0.7352941176470589,52.08724949204457,21.1054450121374
12,0.8021390374331552,59.92825651706607,21.31877422616133
13,0.8689839572192514,66.62255414936648,21.53210499580589
14,0.9358288770053477,72.19510869458328,21.745436759844843
15,1.0026737967914439,76.74135702871571,21.958769108466676
16,1.0695187165775402,75.62471388428219,22.172101617550098
17,1.1363636363636365,72.98792154192431,22.385433984462676
18,1.2032085561497328,69.67896804327937,22.598766044037458
19,1.2700534759358288,65.88710529024686,22.81209774883429
20,1.3368983957219251,61.7428320333624,23.025429133060204
21,1.4037433155080214,57.33284999907443,23.23876037344358
22,1.4705882352941178,52.71413111919068,23.452091674480695
23,1.537433155080214,47.92587140141084,23.66542308707601
24,1.6042780748663104,42.998317821974,23.878754639504756
25,1.6711229946524064,37.959104471249084,24.092086339054926
26,1.7379679144385027,32.8371116366611,24.305418178047542
27,1.804812834224599,27.664251876532884,24.518750140781325
28,1.8716577540106953,22.475637903674755,24.732082209162282
29,1.9385026737967916,17.308673596333836,24.94541444414432
30,2.0053475935828877,12.20133214343215,25.158746956211676
31,2.072192513368984,7.190235737030155,25.372079775387242
32,2.1390374331550803,2.309067307075654,25.585412919565623
33,2.2058823529411766,4.132209314502563,25.798746392606986
34,2.272727272727273,10.881351699961524,26.012080183434644
35,2.3395721925133692,17.5507920447624,26.225414266232878
36,2.4064171122994655,24.083222945531514,26.438748435794057
37,2.473262032085562,30.426379969302086,26.65208259289232
38,2.5401069518716577,36.53507153823774,26.86541673107852
39,2.606951871657754,42.37243157892891,27.07875084492449
40,2.6737967914438503,47.90964067802747,27.292084930940383
41,2.7406417112299466,53.125334027191364,27.505418988116183
42,2.807486631016043,58.00481647608411,27.7187530180826
43,2.874331550802139,62.53918767551897,27.93208702495802
44,2.9411764705882355,66.72510941839117,28.145420892478192
45,3.008021390374332,70.56249769202125,28.35875453517457
46,3.074866310160428,74.05423291297524,28.57208792207381
47,3.1417112299465244,75.50167275624499,28.785421035967467
48,3.2085561497326207,73.38434107152565,28.99875387380567
49,3.2754010695187166,70.60890295137143,29.21208644652039
50,3.342245989304813,67.25881493017954,29.42541879795824
51,3.409090909090909,63.41533286018654,29.638751145522438
52,3.4759358288770055,59.15727703022222,29.852083537229063
53,3.5427807486631018,54.55968476544958,30.065415972739956
54,3.609625668449198,49.69334908324524,30.27874845082125
55,3.6764705882352944,44.62459361698026,30.492080969035435
56,3.7433155080213907,39.415082972288346,30.705413523658592
57,3.810160427807487,34.12165921100627,30.918746109737235
58,3.8770053475935833,28.796208806618843,31.13207873838282
59,3.943850267379679,23.485547172660095,31.34541154368539
60,4.010695187165775,18.231204699682113,31.558744587072606
61,4.077540106951872,13.069531353392282,31.77207789658992
62,4.144385026737968,8.031804385328568,31.985411486329937
63,4.211229946524065,3.144369426658012,32.198745355962615
64,4.278074866310161,3.227538090664487,32.41207949091994
65,4.3449197860962565,9.850163389004683,32.62541380607715
66,4.411764705882353,16.396799066105018,32.83874808889198
67,4.478609625668449,22.819669173362254,33.05208233103002
68,4.545454545454546,29.074671174215474,33.265416532156785
69,4.612299465240642,35.122254921778165,33.47875069289412
70,4.6791443850267385,40.92798312125707,33.69208481525502
71,4.745989304812834,46.462852272020704,33.905418902840765
72,4.812834224598931,51.70338170946015,34.118752960844034
73,4.879679144385027,56.63175009958552,34.33208695700709
74,4.946524064171124,61.23553600252707,34.5454207479713
75,5.0133689839572195,65.50590720723389,34.7587542940256
76,5.080213903743315,69.43829659370394,34.972087571282735
77,5.147058823529412,73.03195005702952,35.1854205697983
78,5.213903743315508,75.86603164084585,35.398753293756236
79,5.280748663101605,73.9541241892628,35.612085761053564
80,5.347593582887701,71.35657505542255,35.825418109654045
81,5.414438502673797,68.15612978896196,36.038750499726774
82,5.481283422459893,64.43505845609076,36.252082931453664
83,5.54812834224599,60.27325721190818,36.46541540423876
84,5.614973262032086,55.747535393779614,36.678747916425024
85,5.6818181818181825,50.93105013386373,36.8920804650966
86,5.748663101604278,45.89284314140541,37.105413046065536
87,5.815508021390374,40.69745145645968,37.318745653973494
88,5.882352941176471,35.40456170181161,37.53207836527001
89,5.949197860962567,30.068678133968092,37.74541129540874
90,6.016042780748664,24.73891663614917,37.95874447891765
91,6.0828877005347595,19.458932946692755,38.17207793684785
92,6.149732620320856,14.266908946808336,38.38541167596478
93,6.216577540106952,9.195612656266354,38.598745688613235
94,6.283422459893049,4.272534098812,38.81207995323804
95,6.350267379679145,1.727210668283635,39.02541425695038
96,6.417112299465241,8.341105250437005,39.2387485201041
97,6.483957219251337,14.882852535266167,39.45208274218404
98,6.550802139037433,21.306347146109534,39.66541692332328
99,6.61764705882353,27.56915176312765,39.878751064853596
100,6.684491978609626,33.63318857895154,40.09208516961343
101,6.7513368983957225,39.46520400783307,40.30541924204352
102,6.818181818181818,45.03700669991518,40.51875328810686
103,6.885026737967915,50.32626311178536,40.73208718530627
104,6.951871657754011,55.31456570441675,40.94542085371457
